Input campaigns here	"Campaign=39-327485648, locale=en_US"
Action	Status	Campaign	Budget	Budget ID	Network	Delivery method	Start date	End date	Ad rotation	Frequency cap	Mobile bid modifier	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	Unique viewers (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Clicks (Ignored)	CTR (Ignored)	Avg. CPM (Ignored)	Reach per freq. 1+ (Ignored)	Reach per freq. 2+ (Ignored)	Reach per freq. 3+ (Ignored)	Reach per freq. 4+ (Ignored)	Reach per freq. 5+ (Ignored)	Reach per freq. 6+ (Ignored)	Reach per freq. 7+ (Ignored)	Reach per freq. 8+ (Ignored)	Avg. impr. freq. (Ignored)	Avg. view freq. (Ignored)	Video played to: 25% (Ignored)	Video played to: 50% (Ignored)	Video played to: 75% (Ignored)	Video played to: 100% (Ignored)	Impression share (Ignored)	Lost IS (budget) (Ignored)	Lost IS (rank) (Ignored)	Earned views (Ignored)	Earned subscribers (Ignored)	Earned playlist additions (Ignored)	Earned likes (Ignored)	Earned shares (Ignored)
	Enabled	waaaa (39-327485648)	5	38-392254568	YouTube Videos	Standard	 2015-7-2 (already started)	#n/a	Optimize for views	#n/a	0%	0	0	0	0	 	0.00%	Php0.00	Php0.00	0	0.00%	Php0.00	 	 	 	 	 	 	 	 	 	 	0%	0%	0%	0%	 	 	 	0	0	0	0	0


Input ads here	"Campaign=39-327485648, locale=en_US"
Action	Status	Ad	Video id	Thumbnail	Headline	Description line one	Description line two	Display Url	Destination Url	Final Url	Tracking template	Custom parameter	YouTube destination	Showing on	Companion banner	Enable ad for	Video (Ignored)	Campaign	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	Unique viewers (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Clicks (Ignored)	CTR (Ignored)	Avg. CPM (Ignored)	Reach per freq. 1+ (Ignored)	Reach per freq. 2+ (Ignored)	Reach per freq. 3+ (Ignored)	Reach per freq. 4+ (Ignored)	Reach per freq. 5+ (Ignored)	Reach per freq. 6+ (Ignored)	Reach per freq. 7+ (Ignored)	Reach per freq. 8+ (Ignored)	Avg. impr. freq. (Ignored)	Avg. view freq. (Ignored)	Video played to: 25% (Ignored)	Video played to: 50% (Ignored)	Video played to: 75% (Ignored)	Video played to: 100% (Ignored)	Earned views (Ignored)	Earned subscribers (Ignored)	Earned playlist additions (Ignored)	Earned likes (Ignored)	Earned shares (Ignored)
	Enabled	Scrapbooking Ideas 1 (43-240164768)	 TPSRQmiBImU	#n/a	#n/a	#n/a	#n/a	www.newscrapbookingideas.com	http://newscrapbookingideas.com	#n/a	#n/a	#n/a	#n/a	In-stream	#n/a	"creating keepsakes mag - Group 1 (42-240164528), creating keepsakes mag - Group 2 (42-240164648)"	Scrapbooking Ideas 1	waaaa (39-327485648)	0	0	0	0	 	0.00%	Php0.00	Php0.00	0	0.00%	Php0.00	 	 	 	 	 	 	 	 	 	 	0%	0%	0%	0%	0	0	0	0	0


Input targeting groups here	"Campaign=39-327485648, locale=en_US"
Action	Status	Targeting group	Campaign	Max CPV	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	Unique viewers (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)	Clicks (Ignored)	CTR (Ignored)	Avg. CPM (Ignored)	Reach per freq. 1+ (Ignored)	Reach per freq. 2+ (Ignored)	Reach per freq. 3+ (Ignored)	Reach per freq. 4+ (Ignored)	Reach per freq. 5+ (Ignored)	Reach per freq. 6+ (Ignored)	Reach per freq. 7+ (Ignored)	Reach per freq. 8+ (Ignored)	Avg. impr. freq. (Ignored)	Avg. view freq. (Ignored)	Engagements (Ignored)	Engagement rate (Ignored)	Video played to: 25% (Ignored)	Video played to: 50% (Ignored)	Video played to: 75% (Ignored)	Video played to: 100% (Ignored)	Impression share (Ignored)	Lost IS (budget) (Ignored)	Lost IS (rank) (Ignored)	Earned views (Ignored)	Earned subscribers (Ignored)	Earned playlist additions (Ignored)	Earned likes (Ignored)	Earned shares (Ignored)
	Enabled	creating keepsakes mag - Group 1 (42-240164528)	waaaa (39-327485648)	Php0.10	0	0	0	0	 	0.00%	Php0.00	Php0.00	0	0.00%	Php0.00	 	 	 	 	 	 	 	 	 	 	0	0.00%	0%	0%	0%	0%	 	 	 	0	0	0	0	0
	Enabled	creating keepsakes mag - Group 2 (42-240164648)	waaaa (39-327485648)	Php0.10	0	0	0	0	 	0.00%	Php0.00	Php0.00	0	0.00%	Php0.00	 	 	 	 	 	 	 	 	 	 	0	0.00%	0%	0%	0%	0%	 	 	 	0	0	0	0	0


Input targets here	"Campaign=39-327485648, locale=en_US"
Action	Type	Status	Target	Targeting group	Max CPV	Impressions Thumbnail (Ignored)	Impressions Video (Ignored)	Impressions (Ignored)	Views (Ignored)	View rate (Ignored)	Avg. CPV (Ignored)	Total cost (Ignored)
	YouTube video	Enabled	Window Cards Using Tim Holtz Window & Window Box Die (youtube.com/video/MHq332KPqAk) (10-143503619339)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	"Inspired Crafts Demo of Paper Glide, Cutter Glide, EZ tool Cleaner & Mist-It (youtube.com/video/MigBTCTV7dM) (10-143503621499)"	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	"Inspired Crafts Demo of Paper Glide, Cutter Glide, EZ tool Cleaner & Mist-It (youtube.com/video/MigBTCTV7dM) (10-143503621499)"	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	NEW Spellbinders Card Fronts Dies FALL 2014 (youtube.com/video/mkQOqcn30yI) (10-143503733819)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	NEW Spellbinders Card Fronts Dies FALL 2014 (youtube.com/video/mkQOqcn30yI) (10-143503733819)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	NEW Sizzix release Vintage Kitchen collection (youtube.com/video/mlF60JYcKkc) (10-143503734059)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	NEW Sizzix release Vintage Kitchen collection (youtube.com/video/mlF60JYcKkc) (10-143503734059)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to cut Angel Crafts Vinyl on the Cricut Expression (youtube.com/video/MmLV1Pp2lko) (10-143503621739)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to cut Angel Crafts Vinyl on the Cricut Expression (youtube.com/video/MmLV1Pp2lko) (10-143503621739)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Rosy Music Die from Music Collection (youtube.com/video/Mmu6UobOMfA) (10-143503621979)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Rosy Music Die from Music Collection (youtube.com/video/Mmu6UobOMfA) (10-143503621979)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Sizzix Thinlits Helleborus Flower Die (youtube.com/video/Mo3bTtoK80M) (10-143503622219)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Sizzix Thinlits Helleborus Flower Die (youtube.com/video/Mo3bTtoK80M) (10-143503622219)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 8x8 Easel Album using G45 Botanical Tea Collection (youtube.com/video/MODJHnl8YFs) (10-143503619579)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 8x8 Easel Album using G45 Botanical Tea Collection (youtube.com/video/MODJHnl8YFs) (10-143503619579)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Heartfelt Creations Delicate Asters Project Idea (youtube.com/video/moyxf0avw1M) (10-143503734299)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Heartfelt Creations Delicate Asters Project Idea (youtube.com/video/moyxf0avw1M) (10-143503734299)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Christmas Wreath using a G45 Matchbook Box (youtube.com/video/MPCNwzQlHAc) (10-143503619819)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Christmas Wreath using a G45 Matchbook Box (youtube.com/video/MPCNwzQlHAc) (10-143503619819)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders Winter 2015 CHA Home Decor (youtube.com/video/mpr8UBZXtHA) (10-143503734539)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders Winter 2015 CHA Home Decor (youtube.com/video/mpr8UBZXtHA) (10-143503734539)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sizzix Violet Gift Box (youtube.com/video/MPYNxjdyOIM) (10-143503620059)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sizzix Violet Gift Box (youtube.com/video/MPYNxjdyOIM) (10-143503620059)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Raining Cats & Dogs Card Set & Box (youtube.com/video/MRbS9lFxiuI) (10-143503620299)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Raining Cats & Dogs Card Set & Box (youtube.com/video/MRbS9lFxiuI) (10-143503620299)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders A Gilded Life Crown and Medallion for Mothers Day (youtube.com/video/msqWrbxhSTw) (10-143503734779)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders A Gilded Life Crown and Medallion for Mothers Day (youtube.com/video/msqWrbxhSTw) (10-143503734779)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Card Making: Spellbinders Filigree Cross Sympathy Cards (youtube.com/video/MtUCDvl-lHE) (10-143503622459)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Card Making: Spellbinders Filigree Cross Sympathy Cards (youtube.com/video/MtUCDvl-lHE) (10-143503622459)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders Presto Punch Demo (youtube.com/video/muXGAotqEQM) (10-143503735019)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders Presto Punch Demo (youtube.com/video/muXGAotqEQM) (10-143503735019)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sizzix Eclips - What Comes in the Box (youtube.com/video/MXdRsbe0DKc) (10-143503620539)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sizzix Eclips - What Comes in the Box (youtube.com/video/MXdRsbe0DKc) (10-143503620539)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Card Making On The Road Card using Spellbinders In'Spire die (youtube.com/video/MXecisLM8wg) (10-143503620779)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Card Making On The Road Card using Spellbinders In'Spire die (youtube.com/video/MXecisLM8wg) (10-143503620779)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	http://youtube.com/video/MyDXb3i1yvg (youtube.com/video/MyDXb3i1yvg) (10-143503622699)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	http://youtube.com/video/MyDXb3i1yvg (youtube.com/video/MyDXb3i1yvg) (10-143503622699)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spring Nosegay Card featuring Joy!Crafts Dies (youtube.com/video/N-ahSGr2p4A) (10-143503622939)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spring Nosegay Card featuring Joy!Crafts Dies (youtube.com/video/N-ahSGr2p4A) (10-143503622939)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Card Making: Heat Embossing with Graphic 45 Botanical Tea Stamps (youtube.com/video/n1ABtMCTaCE) (10-143503735259)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Card Making: Heat Embossing with Graphic 45 Botanical Tea Stamps (youtube.com/video/n1ABtMCTaCE) (10-143503735259)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Generation Stamping with JustRite Background Stamps (youtube.com/video/n39r2V30C8U) (10-143503735499)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Generation Stamping with JustRite Background Stamps (youtube.com/video/n39r2V30C8U) (10-143503735499)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Once Upon A Springtime Paper (youtube.com/video/N3Qvo7oy80c) (10-143503623179)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Once Upon A Springtime Paper (youtube.com/video/N3Qvo7oy80c) (10-143503623179)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Victorian Christmas Cards with Spellbinders dies (youtube.com/video/n6rfo-fJIDY) (10-143503735739)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Victorian Christmas Cards with Spellbinders dies (youtube.com/video/n6rfo-fJIDY) (10-143503735739)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders - Scrapbook Boxes & Envelopes by Spellbinders (youtube.com/video/n6wyf4iBGHc) (10-143503735979)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders - Scrapbook Boxes & Envelopes by Spellbinders (youtube.com/video/n6wyf4iBGHc) (10-143503735979)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette Rhinestone Transfer Tape (youtube.com/video/n77HKptiP1M) (10-143503736219)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Silhouette Rhinestone Transfer Tape (youtube.com/video/n77HKptiP1M) (10-143503736219)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Sizzix Framelits with Stamps (youtube.com/video/N7oTBMhOjng) (10-143503623419)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Sizzix Framelits with Stamps (youtube.com/video/N7oTBMhOjng) (10-143503623419)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Scrapbook Layout with Spellbinders Cascade Dots Die (youtube.com/video/N8DHLD71uG8) (10-143503623659)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Scrapbook Layout with Spellbinders Cascade Dots Die (youtube.com/video/N8DHLD71uG8) (10-143503623659)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders Nestabilities Card Creator Dies (youtube.com/video/napaG1MRmxI) (10-143503739579)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Spellbinders Nestabilities Card Creator Dies (youtube.com/video/napaG1MRmxI) (10-143503739579)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Do Sizzix Step Up Cards with Framelits Dies (youtube.com/video/NB2tF4l16UQ) (10-143503623899)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Do Sizzix Step Up Cards with Framelits Dies (youtube.com/video/NB2tF4l16UQ) (10-143503623899)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	DCWV paper at Winter CHA 2013 (youtube.com/video/nBC19mID9vY) (10-143503736459)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	DCWV paper at Winter CHA 2013 (youtube.com/video/nBC19mID9vY) (10-143503736459)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Gift Bag and Card Tutorial with Baby 2 Bride (youtube.com/video/nbQ8Is1DgeE) (10-143503739819)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 Gift Bag and Card Tutorial with Baby 2 Bride (youtube.com/video/nbQ8Is1DgeE) (10-143503739819)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sanding Embossed Images From Embossing Folders (youtube.com/video/nbXRd6H8MJY) (10-143503740059)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sanding Embossed Images From Embossing Folders (youtube.com/video/nbXRd6H8MJY) (10-143503740059)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	CardMaking - How to Do Accordion Fold Christmas Cards (youtube.com/video/Nc16F8W2xBo) (10-143503624139)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	CardMaking - How to Do Accordion Fold Christmas Cards (youtube.com/video/Nc16F8W2xBo) (10-143503624139)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Cut Adhesive Vinyl on the Silhouette Cameo (youtube.com/video/ncRSwLPbsnE) (10-143503740299)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Cut Adhesive Vinyl on the Silhouette Cameo (youtube.com/video/ncRSwLPbsnE) (10-143503740299)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Calendar or Journal Mini Book with Graphic 45 Time to Flourish (youtube.com/video/nDiy4jbJFjw) (10-143503736699)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Calendar or Journal Mini Book with Graphic 45 Time to Flourish (youtube.com/video/nDiy4jbJFjw) (10-143503736699)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Spellbinders Imperial Gold Dies In The Big Shot (youtube.com/video/NdoU6pp-Hg0) (10-143503624379)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How To Use Spellbinders Imperial Gold Dies In The Big Shot (youtube.com/video/NdoU6pp-Hg0) (10-143503624379)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 French Country Students Frame (youtube.com/video/nFSV9Bnfrkw) (10-143503736939)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Graphic 45 French Country Students Frame (youtube.com/video/nFSV9Bnfrkw) (10-143503736939)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Note Card Holders (youtube.com/video/ngPw4LJ2QnM) (10-143503740539)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Note Card Holders (youtube.com/video/ngPw4LJ2QnM) (10-143503740539)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	REPEATING IMAGES for Scrapbooking Using Spellbinders & Sizzix (youtube.com/video/ngsD1PygBQE) (10-143503740779)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	REPEATING IMAGES for Scrapbooking Using Spellbinders & Sizzix (youtube.com/video/ngsD1PygBQE) (10-143503740779)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Fool Proof Way to Line up Dies and Stamps by Heartfelt Creations (youtube.com/video/nhnktHTWJqI) (10-143503741019)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Fool Proof Way to Line up Dies and Stamps by Heartfelt Creations (youtube.com/video/nhnktHTWJqI) (10-143503741019)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sizzix Dies with Hero Arts Rubber Stamps (youtube.com/video/nIDfYupQodc) (10-143503737179)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Sizzix Dies with Hero Arts Rubber Stamps (youtube.com/video/nIDfYupQodc) (10-143503737179)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Spellbinders M-Bossabilities in Quickutz Epix Six (youtube.com/video/nIOym9iWRqQ) (10-143503737419)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	How to Use Spellbinders M-Bossabilities in Quickutz Epix Six (youtube.com/video/nIOym9iWRqQ) (10-143503737419)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Creating a Vintage Fan with JustRite Papercrafts (youtube.com/video/nIVoANGsWMc) (10-143503737659)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Creating a Vintage Fan with JustRite Papercrafts (youtube.com/video/nIVoANGsWMc) (10-143503737659)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	DCWV Paper & Mat Stacks 2012 (youtube.com/video/Nj6a8sQQrmU) (10-143503624619)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	DCWV Paper & Mat Stacks 2012 (youtube.com/video/Nj6a8sQQrmU) (10-143503624619)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Docrafts Glorious Gerberas for Cardmaking (youtube.com/video/nJjcpvXihtM) (10-143503737899)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Docrafts Glorious Gerberas for Cardmaking (youtube.com/video/nJjcpvXihtM) (10-143503737899)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	MME - My Mind's Eye Scrapbook Paper (youtube.com/video/NkXXatWi6_Y) (10-143503624859)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	MME - My Mind's Eye Scrapbook Paper (youtube.com/video/NkXXatWi6_Y) (10-143503624859)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Heartfelt Creations All Geared Up Notepad Holder (youtube.com/video/nm2eJKMwoWY) (10-143503741259)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Heartfelt Creations All Geared Up Notepad Holder (youtube.com/video/nm2eJKMwoWY) (10-143503741259)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Harmony Die from Music Collection (youtube.com/video/NnXclNBRoPQ) (10-143503625099)	creating keepsakes mag - Group 1 (42-240164528)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
	YouTube video	Enabled	Die-Versions Harmony Die from Music Collection (youtube.com/video/NnXclNBRoPQ) (10-143503625099)	creating keepsakes mag - Group 2 (42-240164648)	#n/a	0	0	0	0	0.00%	Php0.00	Php0.00
